 lat,lon,satelite,data
  -8.012300, -43.198400,GOES-19,2025-05-25 23:40:00
  -8.031200, -43.196400,GOES-19,2025-05-25 23:40:00
  -8.031500, -43.172800,GOES-19,2025-05-25 23:40:00
  -8.069600, -43.145200,GOES-19,2025-05-25 23:40:00
  -8.070000, -43.121600,GOES-19,2025-05-25 23:40:00
 -19.874400, -54.360100,GOES-19,2025-05-25 23:40:00
 -19.894600, -54.356800,GOES-19,2025-05-25 23:40:00
 -10.462000, -47.942800,GOES-19,2025-05-25 23:40:00
